,precision,recall,f1-score,support
Grade_1,0.0,0.0,0.0,26.0
Grade_2,0.0,0.0,0.0,84.0
Grade_3,0.26174496644295303,1.0,0.4148936170212766,39.0
accuracy,0.26174496644295303,0.26174496644295303,0.26174496644295303,0.26174496644295303
macro avg,0.087248322147651,0.3333333333333333,0.13829787234042554,149.0
weighted avg,0.06851042745822261,0.26174496644295303,0.10859631586462945,149.0
