Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
28,8,13,13,21,17
0,60,0,0,0,40
0,2,94,0,3,1
34,6,1,44,13,2
3,7,4,4,80,2
24,21,0,7,46,2
