Class,Precision,Recall,F1,Support
Dental Caries,0.18502202643171806,0.42,0.25688073394495414,100.0
Gingivitis,0.875,0.07,0.12962962962962962,100.0
Class III Malocclusion,0.32679738562091504,1.0,0.49261083743842365,100.0
Pulpitis,1.0,0.02,0.0392156862745098,100.0
Tooth Loss,0.8913043478260869,0.41,0.5616438356164384,100.0
Tooth Structure Loss,0.5454545454545454,0.06,0.10810810810810811,100.0
