Class,Precision,Recall,F1,Support
Dental Caries,0.17073170731707318,0.98,0.29080118694362017,100.0
Gingivitis,0.0,0.0,0.0,98.0
Class III Malocclusion,1.0,0.020833333333333332,0.04081632653061224,96.0
Pulpitis,0.6666666666666666,0.02,0.038834951456310676,100.0
Tooth Loss,0.6666666666666666,0.08080808080808081,0.14414414414414414,99.0
Tooth Structure Loss,1.0,0.01,0.019801980198019802,100.0
