Class,Precision,Recall,F1,Support
CVM-S1,0.0,0.0,0.0,4.0
CVM-S2,0.0,0.0,0.0,4.0
CVM-S3,0.0,0.0,0.0,6.0
CVM-S4,0.0,0.0,0.0,32.0
CVM-S5,0.46825396825396826,1.0,0.6378378378378379,59.0
CVM-S6,0.0,0.0,0.0,21.0
