Class,Precision,Recall,F1,Support
Dental Caries,0.5535714285714286,0.31,0.3974358974358974,100.0
Gingivitis,0.9666666666666667,0.58,0.725,100.0
Class III Malocclusion,0.847457627118644,1.0,0.9174311926605505,100.0
Pulpitis,0.8333333333333334,0.35,0.49295774647887325,100.0
Tooth Loss,0.3675889328063241,0.93,0.5269121813031161,100.0
Tooth Structure Loss,0.1267605633802817,0.09,0.10526315789473684,100.0
