Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,1,2,11,59,0.3333333333333333,0.08333333333333333,0.13333333333333333
Fillings,57,16,0,0,0.7808219178082192,1.0,0.8769230769230769
Impacted Tooth,1,5,16,51,0.16666666666666666,0.058823529411764705,0.08695652173913043
Implant,10,3,21,39,0.7692307692307693,0.3225806451612903,0.45454545454545453
