Class,Precision,Recall,F1,Support
Dental Caries,0.2874251497005988,0.48,0.3595505617977528,100.0
Gingivitis,0.6867469879518072,0.57,0.6229508196721312,100.0
Class III Malocclusion,0.7886178861788617,0.97,0.8699551569506726,100.0
Pulpitis,0.896551724137931,0.26,0.40310077519379844,100.0
Tooth Loss,0.616,0.77,0.6844444444444444,100.0
Tooth Structure Loss,0.0958904109589041,0.07,0.08092485549132948,100.0
