Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,12,61,0,0,0.1643835616438356,1.0,0.2823529411764706
Fillings,57,16,0,0,0.7808219178082192,1.0,0.8769230769230769
Impacted Tooth,16,55,1,1,0.22535211267605634,0.9411764705882353,0.36363636363636365
Implant,26,36,5,6,0.41935483870967744,0.8387096774193549,0.5591397849462365
