Class,Precision,Recall,F1,Support
Dental Caries,0.33112582781456956,0.5,0.398406374501992,100.0
Gingivitis,0.5925925925925926,0.8,0.6808510638297872,100.0
Class III Malocclusion,0.7185185185185186,0.97,0.825531914893617,100.0
Pulpitis,0.8846153846153846,0.23,0.36507936507936506,100.0
Tooth Loss,0.7926829268292683,0.65,0.7142857142857143,100.0
Tooth Structure Loss,0.29577464788732394,0.21,0.24561403508771928,100.0
