Class,Precision,Recall,F1,Support
Dental Caries,0.8679245283018868,0.46,0.6013071895424836,100.0
Gingivitis,0.9090909090909091,1.0,0.9523809523809523,100.0
Class III Malocclusion,0.970873786407767,1.0,0.9852216748768473,100.0
Pulpitis,0.6885245901639344,0.84,0.7567567567567568,100.0
Tooth Loss,0.948051948051948,0.73,0.8248587570621468,100.0
Tooth Structure Loss,0.6296296296296297,0.85,0.723404255319149,100.0
