Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,30,191,1,4,0.13574660633484162,0.967741935483871,0.23809523809523808
Primary teeth,82,5,131,8,0.9425287356321839,0.38497652582159625,0.5466666666666666
