,precision,recall,f1-score,support
Grade_1,0.208955223880597,0.5384615384615384,0.3010752688172043,26.0
Grade_2,0.5679012345679012,0.5476190476190477,0.5575757575757576,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.40268456375838924,0.40268456375838924,0.40268456375838924,0.40268456375838924
macro avg,0.25895215281616607,0.3620268620268621,0.28621700879765394,149.0
weighted avg,0.3566210706348941,0.4026845637583893,0.3668746350712145,149.0
