,precision,recall,f1-score,support
Grade_1,0.17567567567567569,1.0,0.2988505747126437,26.0
Grade_2,0.0,0.0,0.0,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.174496644295302,0.174496644295302,0.174496644295302,0.174496644295302
macro avg,0.058558558558558564,0.3333333333333333,0.0996168582375479,149.0
weighted avg,0.03065481588971522,0.174496644295302,0.05214842243307877,149.0
