Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,25,141,0,6,0.15060240963855423,1.0,0.2617801047120419
Primary teeth,38,9,123,2,0.8085106382978723,0.2360248447204969,0.36538461538461536
