Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,12,56,0,5,0.17647058823529413,1.0,0.3
Fillings,57,16,0,0,0.7808219178082192,1.0,0.8769230769230769
Impacted Tooth,2,0,15,56,1.0,0.11764705882352941,0.21052631578947367
Implant,31,41,0,1,0.4305555555555556,1.0,0.6019417475728155
