Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,12,61,0,0,0.1643835616438356,1.0,0.2823529411764706
Fillings,56,16,1,0,0.7777777777777778,0.9824561403508771,0.8682170542635659
Impacted Tooth,17,55,0,1,0.2361111111111111,1.0,0.38202247191011235
Implant,21,30,10,12,0.4117647058823529,0.6774193548387096,0.5121951219512195
