Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,0,0,12,61,0.0,0.0,0.0
Fillings,53,2,4,14,0.9636363636363636,0.9298245614035088,0.9464285714285714
Impacted Tooth,12,5,5,51,0.7058823529411765,0.7058823529411765,0.7058823529411765
Implant,29,5,2,37,0.8529411764705882,0.9354838709677419,0.8923076923076924
