Class,Precision,Recall,F1,Support
Dental Caries,1.0,0.75,0.8571428571428571,4.0
Gingivitis,0.0,0.0,0.0,0.0
Class III Malocclusion,1.0,1.0,1.0,1.0
Pulpitis,0.2857142857142857,1.0,0.4444444444444444,2.0
Tooth Loss,1.0,0.75,0.8571428571428571,8.0
Tooth Structure Loss,0.9,0.6923076923076923,0.782608695652174,13.0
