Class,Precision,Recall,F1,Support
Dental Caries,0.8653846153846154,0.45,0.5921052631578947,100.0
Gingivitis,0.9174311926605505,1.0,0.9569377990430622,100.0
Class III Malocclusion,0.9428571428571428,1.0,0.9705882352941176,99.0
Pulpitis,0.7450980392156863,0.76,0.7524752475247525,100.0
Tooth Loss,0.9634146341463414,0.79,0.8681318681318682,100.0
Tooth Structure Loss,0.5973154362416108,0.89,0.714859437751004,100.0
