Class,Precision,Recall,F1,Support
Dental Caries,0.7692307692307693,0.1,0.17699115044247787,100.0
Gingivitis,0.2045977011494253,0.898989898989899,0.3333333333333333,99.0
Class III Malocclusion,0.1836734693877551,0.09090909090909091,0.12162162162162163,99.0
Pulpitis,0.0,0.0,0.0,100.0
Tooth Loss,0.2727272727272727,0.15,0.1935483870967742,100.0
Tooth Structure Loss,0.0,0.0,0.0,100.0
