Class,Precision,Recall,F1,Support
CVM-S1,0.0,0.0,0.0,4.0
CVM-S2,0.0,0.0,0.0,4.0
CVM-S3,0.0,0.0,0.0,6.0
CVM-S4,0.0,0.0,0.0,32.0
CVM-S5,0.45454545454545453,0.0847457627118644,0.14285714285714285,59.0
CVM-S6,0.25,0.19047619047619047,0.21621621621621623,21.0
