,precision,recall,f1-score,support
Grade_1,0.174496644295302,1.0,0.29714285714285715,26.0
Grade_2,0.0,0.0,0.0,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.174496644295302,0.174496644295302,0.174496644295302,0.174496644295302
macro avg,0.058165548098434,0.3333333333333333,0.09904761904761905,149.0
weighted avg,0.030449078870321156,0.174496644295302,0.051850431447746884,149.0
