,precision,recall,f1-score,support
Grade_1,0.5714285714285714,0.15384615384615385,0.24242424242424243,26.0
Grade_2,0.5777777777777777,0.9285714285714286,0.7123287671232876,84.0
Grade_3,0.2857142857142857,0.05128205128205128,0.08695652173913043,39.0
accuracy,0.5637583892617449,0.5637583892617449,0.5637583892617449,0.5637583892617449
macro avg,0.47830687830687824,0.37789987789987795,0.3472365104288868,149.0
weighted avg,0.5002237136465324,0.5637583892617449,0.46664396704169503,149.0
