Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,31,195,0,0,0.13716814159292035,1.0,0.24124513618677043
Primary teeth,213,13,0,0,0.9424778761061947,1.0,0.9703872437357631
