Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
57,0,0,1,2,40
2,56,0,0,0,40
68,0,24,0,0,4
25,0,0,13,10,52
6,1,3,0,42,47
36,0,0,0,5,59
