Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,0,0,12,61,0.0,0.0,0.0
Fillings,57,3,0,13,0.95,1.0,0.9743589743589743
Impacted Tooth,9,3,8,53,0.75,0.5294117647058824,0.6206896551724138
Implant,28,2,3,40,0.9333333333333333,0.9032258064516129,0.9180327868852459
