,precision,recall,f1-score,support
Grade_1,0.18705035971223022,1.0,0.3151515151515151,26.0
Grade_2,1.0,0.11904761904761904,0.2127659574468085,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.24161073825503357,0.24161073825503357,0.24161073825503357,0.24161073825503357
macro avg,0.39568345323741005,0.373015873015873,0.1759724908661079,149.0
weighted avg,0.5963980493457584,0.24161073825503357,0.17494147529846518,149.0
