,precision,recall,f1-score,support
Grade_1,0.10256410256410256,1.0,0.18604651162790697,8.0
Grade_2,0.0,0.0,0.0,48.0
Grade_3,0.0,0.0,0.0,22.0
accuracy,0.10256410256410256,0.10256410256410256,0.10256410256410256,0.10256410256410256
macro avg,0.034188034188034185,0.3333333333333333,0.06201550387596899,78.0
weighted avg,0.010519395134779749,0.10256410256410256,0.01908169350029815,78.0
