Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,1,0,11,61,1.0,0.08333333333333333,0.15384615384615385
Fillings,57,16,0,0,0.7808219178082192,1.0,0.8769230769230769
Impacted Tooth,4,12,13,44,0.25,0.23529411764705882,0.24242424242424243
Implant,12,0,19,42,1.0,0.3870967741935484,0.5581395348837209
