Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,0,0,12,61,0.0,0.0,0.0
Fillings,20,1,37,15,0.9523809523809523,0.3508771929824561,0.5128205128205128
Impacted Tooth,2,18,15,38,0.1,0.11764705882352941,0.10810810810810811
Implant,14,7,17,35,0.6666666666666666,0.45161290322580644,0.5384615384615384
