,precision,recall,f1-score,support
Grade_1,0.21238938053097345,0.9230769230769231,0.34532374100719426,26.0
Grade_2,0.5833333333333334,0.25,0.35,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.30201342281879195,0.30201342281879195,0.30201342281879195,0.30201342281879195
macro avg,0.2652409046214356,0.391025641025641,0.2317745803357314,149.0
weighted avg,0.36592029458929737,0.30201342281879195,0.2575732702428661,149.0
