Class,Precision,Recall,F1,Support
CVM-S1,0.0,0.0,0.0,4.0
CVM-S2,0.0,0.0,0.0,4.0
CVM-S3,0.0,0.0,0.0,6.0
CVM-S4,0.26605504587155965,0.90625,0.41134751773049644,32.0
CVM-S5,0.0,0.0,0.0,59.0
CVM-S6,0.0,0.0,0.0,21.0
