Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,0,1,12,60,0.0,0.0,0.0
Fillings,54,6,3,10,0.9,0.9473684210526315,0.9230769230769231
Impacted Tooth,11,1,6,55,0.9166666666666666,0.6470588235294118,0.7586206896551724
Implant,26,8,5,34,0.7647058823529411,0.8387096774193549,0.8
