Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,2,17,10,44,0.10526315789473684,0.16666666666666666,0.12903225806451613
Fillings,0,1,57,15,0.0,0.0,0.0
Impacted Tooth,7,24,10,32,0.22580645161290322,0.4117647058823529,0.2916666666666667
Implant,1,0,30,42,1.0,0.03225806451612903,0.0625
