,precision,recall,f1-score,support
Grade_1,0.1925925925925926,1.0,0.32298136645962733,26.0
Grade_2,0.7857142857142857,0.13095238095238096,0.22448979591836735,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.2483221476510067,0.2483221476510067,0.2483221476510067,0.2483221476510067
macro avg,0.3261022927689594,0.376984126984127,0.18249038745933155,149.0
weighted avg,0.4765597812577679,0.2483221476510067,0.1829171703697528,149.0
