Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,6,81,25,114,0.06896551724137931,0.1935483870967742,0.1016949152542373
Primary teeth,132,8,81,5,0.9428571428571428,0.6197183098591549,0.7478753541076487
