Class,Precision,Recall,F1,Support
CVM-S1,0.0,0.0,0.0,4.0
CVM-S2,0.0,0.0,0.0,4.0
CVM-S3,0.05555555555555555,0.5,0.1,6.0
CVM-S4,0.18055555555555555,0.40625,0.25,32.0
CVM-S5,0.0,0.0,0.0,59.0
CVM-S6,0.0,0.0,0.0,21.0
