Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,1,1,11,60,0.5,0.08333333333333333,0.14285714285714285
Fillings,53,11,4,5,0.828125,0.9298245614035088,0.8760330578512396
Impacted Tooth,7,8,10,48,0.4666666666666667,0.4117647058823529,0.4375
Implant,28,3,3,39,0.9032258064516129,0.9032258064516129,0.9032258064516129
