Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
92,0,2,2,3,1
53,46,0,0,0,1
14,0,83,0,3,0
78,1,0,21,0,0
20,0,4,0,67,9
90,0,0,0,8,2
