Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
78,0,0,0,0,0
19,0,0,0,0,0
1,0,0,0,0,0
86,0,0,0,0,0
57,0,0,0,0,0
89,0,0,0,0,0
