Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
52,0,20,0,8,20
14,57,0,0,0,29
2,0,96,0,0,1
59,3,6,13,8,11
10,2,15,0,72,1
34,0,32,0,6,28
