Class,Precision,Recall,F1,Support
Dental Caries,0.30409356725146197,0.52,0.3837638376383764,100.0
Gingivitis,0.9193548387096774,0.57,0.7037037037037037,100.0
Class III Malocclusion,0.5680473372781065,0.9696969696969697,0.7164179104477612,99.0
Pulpitis,1.0,0.13,0.23008849557522124,100.0
Tooth Loss,0.7659574468085106,0.72,0.7422680412371134,100.0
Tooth Structure Loss,0.3111111111111111,0.28,0.29473684210526313,100.0
