Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,12,61,0,0,0.1643835616438356,1.0,0.2823529411764706
Fillings,57,16,0,0,0.7808219178082192,1.0,0.8769230769230769
Impacted Tooth,16,54,1,2,0.22857142857142856,0.9411764705882353,0.367816091954023
Implant,31,41,0,1,0.4305555555555556,1.0,0.6019417475728155
