Class,Precision,Recall,F1,Support
Dental Caries,0.9166666666666666,0.44,0.5945945945945946,100.0
Gingivitis,0.9174311926605505,1.0,0.9569377990430622,100.0
Class III Malocclusion,0.9090909090909091,1.0,0.9523809523809523,100.0
Pulpitis,0.7079646017699115,0.8,0.7511737089201878,100.0
Tooth Loss,0.9583333333333334,0.69,0.8023255813953488,100.0
Tooth Structure Loss,0.6013513513513513,0.89,0.717741935483871,100.0
