,precision,recall,f1-score,support
Grade_1,0.22330097087378642,0.8846153846153846,0.35658914728682173,26.0
Grade_2,0.627906976744186,0.32142857142857145,0.4251968503937008,84.0
Grade_3,0.3333333333333333,0.02564102564102564,0.047619047619047616,39.0
accuracy,0.3422818791946309,0.3422818791946309,0.3422818791946309,0.3422818791946309
macro avg,0.3948470936504353,0.4105616605616605,0.27646834843319007,149.0
weighted avg,0.48020141804852395,0.3422818791946309,0.3143959471118865,149.0
