CVM-S1,CVM-S2,CVM-S3,CVM-S4,CVM-S5,CVM-S6,UNMAPPED
0,0,0,0,3,0,1
0,0,0,0,3,0,1
0,0,0,0,5,0,1
0,0,0,0,28,0,4
0,0,0,0,41,0,18
0,0,0,0,20,0,1
0,0,0,0,0,0,0
