Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
34,63,0,0,0,0
14,81,0,0,2,0
4,73,0,0,0,0
29,71,0,0,0,0
13,67,0,0,16,0
25,74,0,0,0,0
