Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,9,87,22,108,0.09375,0.2903225806451613,0.14173228346456693
Primary teeth,165,12,48,1,0.9322033898305084,0.7746478873239436,0.8461538461538461
