Class,Precision,Recall,F1,Support
Dental Caries,0.9215686274509803,0.47,0.6225165562913907,100.0
Gingivitis,0.9174311926605505,1.0,0.9569377990430622,100.0
Class III Malocclusion,0.9166666666666666,0.99,0.9519230769230769,100.0
Pulpitis,0.7192982456140351,0.82,0.7663551401869159,100.0
Tooth Loss,0.9864864864864865,0.73,0.8390804597701149,100.0
Tooth Structure Loss,0.625,0.9,0.7377049180327869,100.0
