,precision,recall,f1-score,support
Grade_1,0.1984732824427481,1.0,0.33121019108280253,26.0
Grade_2,0.0,0.0,0.0,84.0
Grade_3,0.2222222222222222,0.10256410256410256,0.14035087719298245,39.0
accuracy,0.20134228187919462,0.20134228187919462,0.20134228187919462,0.20134228187919462
macro avg,0.14023183488832344,0.36752136752136755,0.157187022758595,149.0
weighted avg,0.09279846986696723,0.20134228187919462,0.09453120254147102,149.0
