Class,Precision,Recall,F1,Support
Dental Caries,0.4533333333333333,0.34,0.38857142857142857,100.0
Gingivitis,0.9354838709677419,0.58,0.7160493827160493,100.0
Class III Malocclusion,0.6739130434782609,0.9393939393939394,0.7848101265822784,99.0
Pulpitis,1.0,0.07,0.1308411214953271,100.0
Tooth Loss,0.6933333333333334,0.52,0.5942857142857143,100.0
Tooth Structure Loss,0.2644628099173554,0.64,0.3742690058479532,100.0
