Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
82,2,5,1,5,5
19,56,0,0,0,23
34,1,61,0,0,0
73,4,1,20,1,1
20,5,1,0,68,5
70,7,7,0,2,14
