Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,5,29,26,166,0.14705882352941177,0.16129032258064516,0.15384615384615385
Primary teeth,198,12,15,1,0.9428571428571428,0.9295774647887324,0.9361702127659575
