,precision,recall,f1-score,support
Grade_1,0.3055555555555556,0.4230769230769231,0.3548387096774194,26.0
Grade_2,0.5802469135802469,0.5595238095238095,0.5696969696969697,84.0
Grade_3,0.3125,0.2564102564102564,0.28169014084507044,39.0
accuracy,0.4563758389261745,0.4563758389261745,0.4563758389261745,0.4563758389261745
macro avg,0.39943415637860086,0.41300366300366304,0.4020752734064865,149.0
weighted avg,0.46223278647775295,0.4563758389261745,0.456820586571249,149.0
