Class,Precision,Recall,F1,Support
Dental Caries,0.27979274611398963,0.54,0.36860068259385664,100.0
Gingivitis,0.9636363636363636,0.53,0.6838709677419355,100.0
Class III Malocclusion,0.8974358974358975,0.35,0.5035971223021583,100.0
Pulpitis,0.2545454545454545,0.56,0.35,100.0
Tooth Loss,0.3870967741935484,0.36,0.37305699481865284,100.0
Tooth Structure Loss,0.0,0.0,0.0,100.0
