Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
54,0,1,36,9,0
15,53,0,8,24,0
16,1,35,48,0,0
29,0,0,56,15,0
22,1,3,38,36,0
57,0,0,34,9,0
