,precision,recall,f1-score,support
Grade_1,0.3448275862068966,0.7692307692307693,0.47619047619047616,26.0
Grade_2,0.6296296296296297,0.6071428571428571,0.6181818181818182,84.0
Grade_3,0.2,0.05128205128205128,0.08163265306122448,39.0
accuracy,0.4899328859060403,0.4899328859060403,0.4899328859060403,0.4899328859060403
macro avg,0.39148573861217545,0.4758852258852259,0.39200164914450636,149.0
weighted avg,0.46747923577361206,0.4899328859060403,0.4529657622658581,149.0
