,precision,recall,f1-score,support
Grade_1,0.3584905660377358,0.7307692307692307,0.4810126582278481,26.0
Grade_2,0.6666666666666666,0.023809523809523808,0.04597701149425287,84.0
Grade_3,0.26881720430107525,0.6410256410256411,0.3787878787878788,39.0
accuracy,0.3087248322147651,0.3087248322147651,0.3087248322147651,0.3087248322147651
macro avg,0.43132481233515924,0.46520146520146516,0.3019258495033266,149.0
weighted avg,0.5087558770786783,0.3087248322147651,0.2090008412897219,149.0
