Class,Precision,Recall,F1,Support
Dental Caries,0.17898832684824903,0.9484536082474226,0.3011456628477905,97.0
Gingivitis,0.5,0.030927835051546393,0.05825242718446602,97.0
Class III Malocclusion,0.1935483870967742,0.07792207792207792,0.1111111111111111,77.0
Pulpitis,0.5,0.01,0.0196078431372549,100.0
Tooth Loss,0.7,0.0707070707070707,0.12844036697247707,99.0
Tooth Structure Loss,0.0,0.0,0.0,100.0
