Class,Precision,Recall,F1,Support
Dental Caries,0.3169642857142857,0.71,0.4382716049382716,100.0
Gingivitis,0.6638655462184874,0.79,0.7214611872146118,100.0
Class III Malocclusion,0.8130841121495327,0.87,0.8405797101449275,100.0
Pulpitis,0.8846153846153846,0.23,0.36507936507936506,100.0
Tooth Loss,0.8767123287671232,0.64,0.7398843930635838,100.0
Tooth Structure Loss,0.2549019607843137,0.13,0.17218543046357615,100.0
