Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
71,5,13,2,1,8
8,79,1,0,0,12
6,6,87,0,0,1
62,6,0,23,1,8
9,13,5,0,64,9
68,10,1,1,7,13
