CVM-S1,CVM-S2,CVM-S3,CVM-S4,CVM-S5,CVM-S6,UNMAPPED
0,0,0,4,0,0,0
0,0,0,4,0,0,0
0,0,0,6,0,0,0
0,0,0,30,1,0,1
0,0,0,55,2,0,2
0,0,0,20,1,0,0
0,0,0,0,0,0,0
