Class,Precision,Recall,F1,Support
CVM-S1,0.0,0.0,0.0,2.0
CVM-S2,0.0,0.0,0.0,3.0
CVM-S3,0.0,0.0,0.0,1.0
CVM-S4,0.0,0.0,0.0,10.0
CVM-S5,0.5,1.0,0.6666666666666666,22.0
CVM-S6,0.0,0.0,0.0,6.0
